name,dialogue,season,episode
carol,Give me a 'for instance'.,1,2
ross,"Well, uh, uh, I don't know, okay, okay, how about with the, uh, with the baby's name?",1,2
carol,Marlon-,1,2
ross,Marlon?!,1,2
carol,"-if it's a boy, Minnie if it's a girl.",1,2
ross,...As in Mouse?,1,2
carol,As in my grandmother.,1,2
ross,"Still, you- you say Minnie, you hear Mouse. Um, how about, um.. how about Julia?",1,2
carol,Julia..,1,2
susan,We agreed on Minnie.,1,2
ross,"It is funny, um, uh, we agreed we'd spend the rest of our lives together. Things change, roll with the punches. I believe Julia's on the table..?",1,2
barry,Sorry about that. So. What have you been up to?,1,2
rachel,"Oh, not much. I-I got a job.",1,2
barry,"Oh, that is great.",1,2
rachel,Why are- why are you so tanned?,1,2
barry,"Oh, I, uh- I went to Aruba.",1,2
rachel,Oh no. You went on our honeymoon alone?,1,2
barry,"No. I went with, uh.. Now, this may hurt.",1,2
robbie,Me?!,1,2
barry,No!  I went with Mindy.,1,2
rachel,"Mindy?! My maid of honour, Mindy?!",1,2
barry,"Yeah, well, uh, we're kind of a thing now.",1,2
rachel,"Oh! Well, um..  You've got plugs!",1,2
barry,Careful! They haven't quite taken yet.,1,2
rachel,And you've got lenses! But you hate sticking your finger in your eye!,1,2
barry,"Not for her. Listen, I really wanted to thank you.",1,2
rachel,Okay..,1,2
barry,"See, about a month ago, I wanted to hurt you. More than I've ever wanted to hurt anyone in my life. And I'm an orthodontist.",1,2
rachel,Wow.,1,2
barry,"You know, you were right? I mean, I thought we were happy. We weren't happy. But with Mindy, now I'm happy. Spit.",1,2
rachel,What?,1,2
robbie,Me.,1,2
rachel,"Anyway, um,  I guess this belongs to you. And thank you for giving it to me.",1,2
barry,"Well, thank you for giving it back.",1,2
robbie,Hello?!,1,2
susan,"Oh, please! What's wrong with Helen?",1,2
ross,Helen Geller? I don't think so.,1,2
carol,Hello? It's not going to be Helen Geller.,1,2
ross,Thank you!,1,2
carol,"No, I mean it's not Geller.",1,2
ross,"What, it's going to be Helen Willick?",1,2
carol,"No, actually, um, we talked about Helen Willick-Bunch.",1,2
ross,"Well, wait a minute, wha- why is she in the title?",1,2
susan,It's my baby too.,1,2
ross,"Oh, 's'funny, really? Um, I don't remember you making any sperm.",1,2
susan,"Yeah, and we all know what a challenge that is!",1,2
carol,"All right, you two, stop it!",1,2
ross,"No no no, she gets a credit, hey, I'm in there too.",1,2
carol,Ross. you are not actually suggesting Helen Willick-Bunch-Geller?Because I think that borders on child abuse.,1,2
ross,"Of course not, I'm... suggesting Geller-Willick-Bunch.",1,2
susan,"Oh, no, nonononono, you see what he's doing? He knows no-one's going to say all those names, so they'll wind up calling her Geller, then he gets his way!",1,2
ross,"My way?! You-you think this is my way? Believe me, of all the ways I ever imagined this moment in my life being, this is not my way-you know what? Uh, um, this is too hard. I'm not, I can't do-",1,2
dr. oberman,Knock knock! How are we today? Any nausea?,1,2
all,Yeah. Yeah. A little.,1,2
dr. oberman,"Well, I was just wondering about the mother-to-be, but.. thanks for sharing.  Uh, lie back..",1,2
ross,"You- uh-you know what, I'm going to go. I don't- I don't think I can be involved in this particular thing right now.",1,2
ross,Oh my God.,1,2
susan,Look at that.,1,2
carol,I know.,1,2
ross,Well? Isn't that amazing?,1,2
joey,What are we supposed to be seeing here?,1,2
chandler,"I don't know, but.. I think it's about to attack the Enterprise.",1,2
phoebe,"You know, if you tilt your head to the left, and relax your eyes, it kind of looks like an old potato.",1,2
ross,"Then don't do that, alright?",1,2
phoebe,Okay!,1,2
ross,Monica. what do you think?,1,2
monica,Mm-hmm.,1,2
ross,Wh- are you welling up?,1,2
monica,No.,1,2
ross,"You are, you are welling up.",1,2
monica,Am not!,1,2
ross,you are going to be an aunt.,1,2
monica,Oh shut up!,1,2
rachel,"Hi, Mindy. Hi, it-it's Rachel. Yeah, I'm fine. I-I saw Barry today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I really do. Oh, oh, and Mind, you know, if-if everything works out, and you guys end up getting married and having kids- and everything- I just hope they have his old hairline and your old nose.   Okay, I know it was a cheap shot, but I feel so much better now.",1,2
phoebe,Hi guys!,1,3
all,"Hey, Pheebs! Hi!",1,3
ross,"Hey. Oh, oh, how'd it go?",1,3
phoebe,"Um, not so good. He walked me to the subway and said 'We should do this again!'",1,3
all,OH. Ouch.,1,3
rachel,"What? He said 'we should do it again', that is good, right?",1,3
monica,"Uh, no. Loosely translated 'We should do this again' means 'You will never see me naked'.",1,3
rachel,Since when?,1,3
joey,"Since always. It's like dating language. You know, like 'It's not you' means 'It is you'.",1,3
chandler,Or 'you are such a nice guy' means 'I'm going to be dating leather-wearing alcoholics and complaining about them to you'.,1,3
phoebe,"Or, or, you know, um, 'I think we should see other people' means 'Ha, ha, I already am'.",1,3
rachel,And everybody knows this?,1,3
joey,Yeah. Cushions the blow.,1,3
chandler,"Yeah, it's like when you are a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm.",1,3
ross,"that is funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm.",1,3
monica,"Uh, Ross.",1,3
ross,"What? Wh- hello? The Millners' farm in Connecticut? The Millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was- it w- .....Oh my God, Chi Chi!",1,3
chandler,"""So how does it feel knowing you are about to die?""",1,3
joey,"""Warden, in five minutes my pain will be over. But you'll have to live with the knowledge that you sent an honest man to die.""",1,3
chandler,"Hey, that was really good!",1,3
joey,Thanks! Let's keep going.,1,3
chandler,"Okay. ""So. what do you want from me, Damone, huh?""",1,3
joey,"""I just want to go back to my cell. Because in my cell, I can smoke.""",1,3
chandler,"""Smoke away.""",1,3
chandler,I think this is probably why Damone smokes in his cell alone.,1,3
joey,What?,1,3
chandler,Relax your hand!,1,3
chandler,Not so much!,1,3
joey,Whoa!,1,3
chandler,Hey!,1,3
joey,Hey!,1,3
chandler,"Alright, now try taking a puff.",1,3
chandler,Alright.. okay. No. Give it to me.,1,3
joey,"No no no, I am not giving you a cigarette.",1,3
chandler,"It's fine, it's fine. Look, do you want to get this part, or not? Here.",1,3
chandler,"Don't think of it as a cigarette. Think of it as the thing that is been missing from your hand. When you are holding it, you feel right. You feel complete.",1,3
joey,Miss it?,1,3
chandler,"Nah, not so much. Alright, now we smoke.  Oh.. my.. God.",1,3
monica,"No, no, no. They say it's the same as the distance from the tip of a guy's thumb to the tip of his index finger.",1,3
joey,that is ridiculous!,1,3
ross,Can I use.. either thumb?,1,3
rachel,"Alright, don't tell me, don't tell me!  Decaf cappuccino for Joey.. Coffee black.. Late.. And an iced tea. I'm getting pretty good at this!",1,3
all,"Yeah. Yeah, excellent.",1,3
rachel,Good for me!,1,3
joey,"Y'okay, Phoebe?",1,3
phoebe,"Yeah- no- I'm just- it's, I haven't worked- It's my bank.",1,3
monica,What did they do to you?,1,3
phoebe,"It's nothing, it's just- Okay. I'm going through my mail, and I open up their monthly, you know, STATEMENT-",1,3
ross,Easy.,1,3
phoebe,- and there's five hundred extra dollars in my account.,1,3
chandler,"Oh, Satan's minions at work again...",1,3
phoebe,"Yes, Because now I have to go down there, and deal with them.",1,3
joey,What are you talking about? Keep it!,1,3
phoebe,"It's not mine, I didn't earn it, if I kept it, it would be like stealing.",1,3
rachel,"Yeah, but if you spent it, it would be like shopping!",1,3
phoebe,"Okay. Okay, let's say I bought a really great pair of shoes. Do you know what I'd hear, with every step I took? 'Not-mine. Not-mine. Not-mine.' And even if I was happy, okay, and, and skipping- 'Not-not-mine, not-not-mine, not-not-mine, not-not-mine'...",1,3
monica,We're with you. We got it.,1,3
phoebe,Okay. I'd- just- I'd never be able to enjoy it. It would be like this giant karmic debt.,1,3
rachel,"Chandler, what are you doing?",1,3
monica,Hey. what do you doing?,1,3
all,"Oh! Oh, God!",1,3
ross,What is this?!,1,3
chandler,"I'm smoking. I'm smoking, I'm smoking.",1,3
phoebe,"Oh, I can't believe you! You've been so good, for three years!",1,3
chandler,And this- is my reward!,1,3
ross,"Hold on a second, alright? Just think about what you went through the last time you quit.",1,3
chandler,"Okay, so this time I won't quit!",1,3
all,oh! Put it out!,1,3
chandler,"All right! I'm putting it out, I'm putting it out.",1,3
phoebe,"Oh, no! I- I can't drink this now!",1,3
monica,"Alright. I'm going to go change, I've got a date.",1,3
rachel,This Alan again? How's it going'?,1,3
monica,"It is going pretty good,you know? It's nice, and, we're having fun.",1,3
joey,So when do we get to meet the guy?,1,3
monica,"Let's see, today's Monday... Never.",1,3
all,"Oh, come on! Come on!",1,3
monica,No. Not after what happened with Steve.,1,3
chandler,What are you talking about? We love Schhteve! Schhteve was schhexy!.. Sorry.,1,3
monica,"Look, I don't even know how I feel about him yet. Just give me a chance to figure that out.",1,3
rachel,"Well, then can we meet him?",1,3
monica,Nope. Schhorry.,1,3
monica,"I mean, why should I let them meet him? I mean, I bring a guy home, and within five minutes they're all over him. I mean, they're like- coyotes, picking off the weak members of the herd.",1,3
paula,"Listen. As someone who's seen more than her fair share of bad beef, I'll tell you",1,3
monica,"I know. I just wish that once, I'd bring a guy home that they actually liked.",1,3
paula,"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..",1,3
joey,"Let it go, Ross.",1,3
ross,"Yeah, well, you didn't know Chi Chi.",1,3
monica,Do you all promise?,1,3
all,Yeah! We promise! We'll be good!,1,3
monica,Chandler? Do you promise to be good?,1,3
joey,"You can come in, but your filter-tipped little buddy has to stay outside!",1,3
ross,"Hey, Pheebs.",1,3
phoebe,"'Dear Ms. Buffay. Thank you for calling attention to our error. We have credited your account with five hundred dollars. We're sorry for the inconvenience, and hope you'll accept this-  -football phone as our free gift.' Do you believe this?! Now I have a thousand dollars, and a football phone!",1,3
rachel,What bank is this?,1,3
monica,Hey. It's him.  Who is it?,1,3
alan,It's Alan.,1,3
joey,Chandler! He's here!,1,3
monica,"Okay, please be good, please. Just remember how much you all like me.",1,3
monica,"Hi. Alan, this is everybody. Everybody, this is Alan.",1,3
alan,Hi.,1,3
all,"Hi, Alan.",1,3
alan,I've heard schho much about all you guyschh!,1,3
monica,"Thanks. I'll call you tomorrow.  Okay. Okay, let's let the Alan-bashing begin. Who's going to take the first shot, hmm?",1,3
monica,C'mon!,1,3
ross,"...I'll go. Let's start with the way he kept picking at- no, I'm sorry, I can't do this, can't do this. We loved him.",1,3
all,Loved him! Yeah! He's great!,1,3
monica,Wait a minute! We're talking about someone that I'm going out with?,1,3
all,Yeah!,1,3
rachel,And did you notice...?,1,3
ross chandler joey,Yeah.,1,3
joey,Know what was great? The way his smile was kind of crooked.,1,3
phoebe,"Yes, yes! Like the man in the shoe!",1,3
ross,...What shoe?,1,3
phoebe,"From the nursery rhyme. 'There was a crooked man, Who had a crooked smile, Who lived in a shoe, For a... while...'",1,3
ross,...So I think Alan will become the yardstick against which all future boyfriends will be measured.,1,3
rachel,"What future boyfriends? No no, I th- I think this could be, you know, it.",1,3
monica,Really!,1,3
chandler,"Oh, yeah. I'd marry him just for his David Hasselhof impression alone. You know I'm going to be doing that at parties, right?",1,3
ross,"You know what I like most about him, though?",1,3
all,What?,1,3
ross,The way he makes me feel about myself.,1,3
all,Yeah...,1,3
monica,Hi.. how was the game?,1,3
ross,Well..,1,3
all,WE WON!! Thank you! Yes!,1,3
monica,Fantastic! I have one question,1,3
joey,Alan.,1,3
ross,"He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",1,3
rachel,"I mean, it-it was like, it was like he made us into a team.",1,3
chandler,"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",1,3
monica,Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,1,3
